District,Number_of_Cases,Week_Start_Date,Month,Year,Week,Week_End_Date,Avg Max Temp (°C),Avg Min Temp (°C),Avg Apparent Max Temp (°C),Avg Apparent Min Temp (°C),Total Precipitation (mm),Total Rain (mm),Avg Wind Speed (km/h),Max Wind Gusts (km/h),Weather Code,Avg Daylight Duration (hours),Avg Sunrise Time,Avg Sunset Time
Mannar,0,4/6/2020,4,2020,15,4/13/2020,33.725,25.7125,38.5625,30.6,9.5,9.5,18.25,43.6,51,12.28541667,362,1099
Mannar,0,4/13/2020,4,2020,16,4/20/2020,34.75,25.7625,39.7125,30.6125,7.4,7.4,17.5375,48.6,53,12.33125,359,1099
Mannar,0,4/20/2020,4,2020,17,4/27/2020,34.05,26.35,39.225,31.3375,12.8,12.8,18.5875,45.7,51,12.38958333,356,1099
Mannar,0,4/27/2020,4,2020,18,5/4/2020,33.9375,26.8625,39.8,31.9625,10.1,10.1,14.775,37.8,51,12.44166667,353,1100
Mannar,0,5/4/2020,5,2020,19,5/11/2020,33.3375,26.225,38.8125,31.1,30.8,30.8,17.45,57.6,51,12.48958333,351,1100
Mannar,1,5/11/2020,5,2020,20,5/18/2020,32.8,26.7875,38.4375,32.325,17,17,15.8875,49.3,51,12.52916667,350,1101
Mannar,0,5/18/2020,5,2020,21,5/25/2020,32.95,28.625,36.725,31.8,3.8,3.8,32.4,77.4,2,12.57083333,349,1103
Mannar,0,5/25/2020,5,2020,22,6/1/2020,32.4375,28.0625,35.575,30.8125,5.7,5.7,31.2125,67.7,51,12.6,349,1105
Mannar,1,6/1/2020,6,2020,23,6/8/2020,31.4875,27.325,33.9875,29.5625,16.2,16.2,33.325,73.1,51,12.62291667,349,1106
Mannar,0,6/8/2020,6,2020,24,6/15/2020,32.075,27.9875,35.3125,30.4,1.9,1.9,32.4375,66.6,51,12.6375,350,1108
Mannar,1,6/15/2020,6,2020,25,6/22/2020,32.5875,28.3,36.0375,31.2,1.1,1.1,30.775,70.9,2,12.64583333,351,1110
Mannar,1,6/22/2020,6,2020,26,6/29/2020,32.3125,27.375,36.275,30.5625,18.3,18.3,25.275,62.3,51,12.64166667,353,1111
Mannar,3,6/29/2020,6,2020,27,7/6/2020,31.6875,27.575,34.4375,29.7875,3.7,3.7,32.85,72.7,51,12.63333333,354,1112
Mannar,2,7/6/2020,7,2020,28,7/13/2020,31.625,26.7125,35.425,29.8125,11.3,11.3,25.3625,67,51,12.60833333,356,1113
Mannar,0,7/13/2020,7,2020,29,7/20/2020,32.05,26.9625,35.6625,30.0875,2.8,2.8,25.2875,60.1,51,12.58125,358,1113
Mannar,1,7/20/2020,7,2020,30,7/27/2020,30.8375,26.3125,34.0375,29.35,7.8,7.8,27.75,64.1,51,12.55416667,359,1112
Mannar,2,7/27/2020,7,2020,31,8/3/2020,30.625,26.725,33.35,28.925,12.8,12.8,31.525,74.9,51,12.51458333,360,1111
Mannar,0,8/3/2020,8,2020,32,8/10/2020,30.2,26.6875,32.0375,28.45,8.7,8.7,35.7125,80.3,51,12.475,361,1109
Mannar,3,8/10/2020,8,2020,33,8/17/2020,30.7,26.4875,33.5625,28.7625,0.5,0.5,31.5125,64.4,2,12.41875,361,1107
Mannar,0,8/17/2020,8,2020,34,8/24/2020,31.475,26.7375,34.625,29.3875,0.1,0.1,28.8875,60.8,2,12.36666667,362,1104
Mannar,0,8/24/2020,8,2020,35,8/31/2020,31.8125,27.15,35.4375,29.7125,1,1,27.1625,58.3,2,12.32291667,361,1100
Mannar,0,8/31/2020,8,2020,36,9/7/2020,30.425,25.925,34,28.55,23.7,23.7,27.6,67.7,61,12.2625,360,1096
Mannar,0,9/7/2020,9,2020,37,9/14/2020,30.4875,26.5,32.65,28.1625,8.4,8.4,34.2625,70.6,51,12.21041667,360,1092
Mannar,0,9/14/2020,9,2020,38,9/21/2020,30.9125,26.8125,33.2375,28.575,1.8,1.8,35.7,82.1,51,12.15416667,359,1088
Mannar,1,9/21/2020,9,2020,39,9/28/2020,30.6125,26.6875,33.0125,28.75,5.2,5.2,32.5625,81,51,12.09375,358,1084
Mannar,0,9/28/2020,9,2020,40,10/5/2020,31.05,26.5,34.2375,28.5625,10.6,10.6,29.5625,63.4,51,12.03541667,358,1080
Mannar,0,10/5/2020,10,2020,41,10/12/2020,31.575,26.625,34.85,29.1375,4,4,28.35,72.7,51,11.97916667,357,1076
Mannar,0,10/12/2020,10,2020,42,10/19/2020,31.275,26.9875,33.65,28.9375,3.8,3.8,32.0125,81.4,51,11.92708333,357,1073
Mannar,0,10/19/2020,10,2020,43,10/26/2020,31.6625,26.8625,35.2,29.8,5.4,5.4,24.8,61.2,51,11.86875,358,1070
Mannar,0,10/26/2020,10,2020,44,11/2/2020,31.2375,25.325,35.6375,30.0875,13.2,13.2,15.35,41.8,51,11.82083333,358,1068
Mannar,0,11/2/2020,11,2020,45,11/9/2020,30.6875,24.7875,35.45,29.3625,57.4,57.4,18.1125,50,63,11.77083333,360,1066
Mannar,0,11/9/2020,11,2020,46,11/16/2020,29.325,24.725,34.1,28.8625,63.3,63.3,18.525,50,61,11.73125,362,1066
Mannar,0,11/16/2020,11,2020,47,11/23/2020,28.8,24.4125,33.175,28.5625,37.7,37.7,18.8125,49,61,11.68958333,364,1066
Mannar,0,11/23/2020,11,2020,48,11/30/2020,28.7375,24.75,32.4125,28.0625,32.5,32.5,23.35,55.4,51,11.65625,367,1066
Mannar,1,11/30/2020,11,2020,49,12/7/2020,27.6875,24.5125,31.3625,26.2875,396.3,396.3,32.25,114.1,65,11.62708333,371,1068
Mannar,0,12/7/2020,12,2020,50,12/14/2020,28.7125,23.0625,32.5875,26.6125,14.9,14.9,19.075,46.4,53,11.6125,374,1071
Mannar,1,12/14/2020,12,2020,51,12/21/2020,27.425,23.475,30.6875,26.1375,57.9,57.9,20.7375,52.2,51,11.60416667,378,1074
Mannar,1,12/21/2020,12,2020,52,12/28/2020,27.0125,23.9375,29.3,26.4875,65.5,65.5,24.1625,55.8,63,11.6,381,1077
Mannar,1,12/28/2020,12,2020,53,1/4/2021,28.0625,23.95,31.8375,27.2375,31,31,20.5125,49.7,61,11.61041667,384,1081
Mannar,1,1/4/2021,1,2021,1,1/11/2021,27.8875,23.775,32.6875,27.6,127.6,127.6,18.3875,66.2,53,11.63125,387,1085
Mannar,0,1/11/2021,1,2021,2,1/18/2021,27.775,23.725,31.6875,26.7875,131.1,131.1,23.2625,66.2,63,11.65625,389,1088
Mannar,1,1/18/2021,1,2021,3,1/25/2021,28.55,23.0875,32.025,26.275,16.5,16.5,20.55,53.6,3,11.6875,390,1091
Mannar,1,1/25/2021,1,2021,4,2/1/2021,28.2125,22.8125,31.075,25.75,13.3,13.3,20.7125,47.2,3,11.725,391,1094
Mannar,3,2/1/2021,2,2021,5,2/8/2021,28.4375,23.4625,30.9125,26.0625,11.7,11.7,24.6875,54.4,2,11.77291667,390,1096
Mannar,0,2/8/2021,2,2021,6,2/15/2021,29.175,22.4,31.425,24.575,0,0,23.975,54.4,3,11.82291667,389,1098
Mannar,0,2/15/2021,2,2021,7,2/22/2021,29.8875,22.9,33.2875,26.025,6.4,6.4,21.3375,48.6,3,11.875,387,1099
Mannar,1,2/22/2021,2,2021,8,3/1/2021,31.2625,22.3875,35.425,25.575,1.3,1.3,21.4,53.6,2,11.925,384,1100
Mannar,5,3/1/2021,3,2021,9,3/8/2021,32.0875,23.0375,35.8125,26.525,6.5,6.5,21.85,53.6,1,11.99166667,381,1101
Mannar,0,3/8/2021,3,2021,10,3/15/2021,32.825,24.25,36.35,28.2625,16.5,16.5,20.6875,48.6,51,12.04375,378,1101
Mannar,0,3/15/2021,3,2021,11,3/22/2021,32.65,23.7625,36.4125,28.175,4.4,4.4,19.2,48.2,51,12.1,374,1100
Mannar,1,3/22/2021,3,2021,12,3/29/2021,32.625,24.875,37.375,29.4625,21.9,21.9,18.0125,50.4,51,12.15416667,370,1100
Mannar,2,3/29/2021,3,2021,13,4/5/2021,33.0625,26.7375,37.3125,29.9,0.2,0.2,24.8875,61.6,2,12.21666667,367,1100
Mannar,0,4/5/2021,4,2021,14,4/12/2021,33.3,25.2375,38.325,29.3625,10.1,10.1,16.0375,41.4,51,12.275,363,1099
Mannar,1,4/12/2021,4,2021,15,4/19/2021,31.8625,25.475,36.65,29.5875,23.9,23.9,18.4875,51.5,51,12.32291667,359,1099
Mannar,1,4/19/2021,4,2021,16,4/26/2021,32.85,26.35,37.45,30.6625,9.2,9.2,20.1375,50.4,51,12.38333333,356,1099
Mannar,1,4/26/2021,4,2021,17,5/3/2021,32.425,26.125,37.5375,30.55,13.1,13.1,17.7,49.3,51,12.43333333,354,1100
Mannar,0,5/3/2021,5,2021,18,5/10/2021,32.2,25.2875,38.4625,30.1375,22.1,22.1,13.975,45,53,12.48125,351,1100
Mannar,0,5/10/2021,5,2021,19,5/17/2021,31.425,26.875,35.7375,30.225,22.8,22.8,26.875,70.6,51,12.52083333,350,1101
Mannar,0,5/17/2021,5,2021,20,5/24/2021,31.5,27.1,34.35,29.9,17.9,17.9,31.075,71.3,51,12.5625,349,1103
Mannar,0,5/24/2021,5,2021,21,5/31/2021,31.875,27.85,35.125,29.9125,4.4,4.4,33.85,82.4,1,12.59583333,349,1104
Mannar,0,5/31/2021,5,2021,22,6/7/2021,31.25,27.1,35.2625,30,23.6,23.6,27.6625,58.3,1,12.62083333,349,1106
Mannar,0,6/7/2021,6,2021,23,6/14/2021,30.7625,27.4125,33.6625,29.5625,5.5,5.5,33.5,77,51,12.63333333,350,1108
Mannar,0,6/14/2021,6,2021,24,6/21/2021,31.5625,27.45,34.2625,29.7125,0.5,0.5,33.0375,77,1,12.64375,351,1110
Mannar,1,6/21/2021,6,2021,25,6/28/2021,31.75,27.1125,35.25,29.475,6.8,6.8,28.7375,64.4,51,12.64583333,352,1111
Mannar,0,6/28/2021,6,2021,26,7/5/2021,31.65,26.4625,35,29.4125,9.6,9.6,28.85,69.1,51,12.63541667,354,1112
Mannar,1,7/5/2021,7,2021,27,7/12/2021,31.9625,27.0625,35.525,29.4875,5.2,5.2,30.7,76.3,51,12.6125,356,1113
Mannar,0,7/12/2021,7,2021,28,7/19/2021,31.8125,27.025,35.1125,30.3,3.9,3.9,26.5375,64.4,51,12.5875,357,1113
Mannar,1,7/19/2021,7,2021,29,7/26/2021,31.0125,27.2625,32.9125,28.7375,1.9,1.9,38.175,83.5,51,12.55833333,359,1112
Mannar,1,7/26/2021,7,2021,30,8/2/2021,31.4,26.925,34.525,28.9125,0.7,0.7,32.0125,70.6,1,12.52083333,360,1111
Mannar,0,8/2/2021,8,2021,31,8/9/2021,31.5125,27.0375,34.825,28.95,7.1,7.1,33.4625,67.3,51,12.48125,361,1109
Mannar,0,8/9/2021,8,2021,32,8/16/2021,31.4625,26.7375,35.1,29.525,7.5,7.5,26.3125,64.8,51,12.42916667,361,1107
Mannar,1,8/16/2021,8,2021,33,8/23/2021,30.475,26.3875,33.5625,28.7375,7.2,7.2,27.775,68.4,51,12.375,362,1104
Mannar,0,8/23/2021,8,2021,34,8/30/2021,30.7,26.3875,33.325,28.375,3.8,3.8,32.5,77,51,12.32916667,361,1101
Mannar,0,8/30/2021,8,2021,35,9/6/2021,30.5375,26.325,33.8625,28.5,12.2,12.2,30.975,70.9,51,12.27291667,361,1097
Mannar,0,9/6/2021,9,2021,36,9/13/2021,30.8375,26.7,33.2125,28.075,0.4,0.4,35.4375,74.5,2,12.21875,360,1093
Mannar,0,9/13/2021,9,2021,37,9/20/2021,31.6125,26.8125,35.475,29.6625,5.5,5.5,27.2125,69.5,51,12.1625,359,1089
Mannar,0,9/20/2021,9,2021,38,9/27/2021,32.0625,26.7625,36.075,29.6875,10.8,10.8,27.1625,81.7,51,12.10208333,358,1084
Mannar,0,9/27/2021,9,2021,39,10/4/2021,30.2,26.05,34.1125,29.6875,36.6,36.6,22.25,81.7,51,12.04791667,358,1080
Mannar,0,10/4/2021,10,2021,40,10/11/2021,29.125,25.7,32.4625,28.5875,56.1,56.1,27.45,61.2,51,11.9875,357,1077
Mannar,1,10/11/2021,10,2021,41,10/18/2021,29.65,26.6125,32.525,28.5375,30.9,30.9,33.95,72.7,51,11.93541667,357,1073
Mannar,1,10/18/2021,10,2021,42,10/25/2021,29.45,24.8125,34,27.875,71.1,71.1,19.3875,58.3,61,11.87708333,358,1070
Mannar,1,10/25/2021,10,2021,43,11/1/2021,29.025,23.9,34.4875,27.65,113.9,113.9,15.925,38.5,63,11.82916667,358,1068
Mannar,1,11/1/2021,11,2021,44,11/8/2021,28.35,23.8875,33.7875,27.8,162,162,15.575,42.1,63,11.78125,359,1066
Mannar,0,11/8/2021,11,2021,45,11/15/2021,27.775,24.475,31.025,27.0875,200.3,200.3,27.0125,58.7,63,11.73541667,361,1066
Mannar,1,11/15/2021,11,2021,46,11/22/2021,28.6,25.1125,32.4625,28.1625,69.2,69.2,22.6625,52.2,51,11.69791667,364,1066
Mannar,7,11/22/2021,11,2021,47,11/29/2021,28.05,23.675,32.825,27.475,110.9,110.9,17.7875,42.8,63,11.65833333,367,1066
Mannar,30,11/29/2021,11,2021,48,12/6/2021,28.8125,23.2375,34.575,27.4125,30.2,30.2,13.325,34.2,51,11.62916667,370,1068
Mannar,63,12/6/2021,12,2021,49,12/13/2021,29.7375,24,33.8,27.8,21,21,18.6375,42.5,51,11.61041667,374,1070
Mannar,18,12/13/2021,12,2021,50,12/20/2021,28.375,24.15,30.9625,27.3375,23,23,22.7875,49.3,51,11.6,377,1073
Mannar,18,12/20/2021,12,2021,51,12/27/2021,29.6375,21.8625,31.9625,24.625,1.3,1.3,20.725,42.8,1,11.6,381,1077
Mannar,18,12/27/2021,12,2021,52,1/3/2022,29.1875,23.0625,31.825,25.9125,7.8,7.8,21.9625,47.2,51,11.60416667,384,1080
Mannar,28,1/3/2022,1,2022,1,1/10/2022,29.4125,23.8125,31.5625,26.9625,7.7,7.7,22.9875,50.8,51,11.62083333,386,1084
Mannar,28,1/10/2022,1,2022,2,1/17/2022,30.1375,23.4125,34,27.4375,10.6,10.6,18.35,47.5,51,11.65416667,388,1088
Mannar,25,1/17/2022,1,2022,3,1/24/2022,30.6625,21.975,33.4875,24.225,3.9,3.9,18.675,48.6,1,11.68125,390,1091
Mannar,15,1/24/2022,1,2022,4,1/31/2022,31.1375,23.1125,34.0875,26.125,8.9,8.9,20.525,51.5,51,11.71458333,391,1093
Mannar,16,1/31/2022,1,2022,5,2/7/2022,31.525,21.75,34.1875,24.4375,0.6,0.6,21.2,49.3,1,11.7625,390,1096
Mannar,4,2/7/2022,2,2022,6,2/14/2022,29.375,23.125,31.775,25.575,41.4,41.4,22.8125,49.7,63,11.81041667,389,1098
Mannar,3,2/14/2022,2,2022,7,2/21/2022,29.3,22.5625,33.0875,25.8,6.4,6.4,19.425,43.9,1,11.8625,387,1099
Mannar,1,2/21/2022,2,2022,8,2/28/2022,30.9,23.3375,34.6875,26.9125,6.9,6.9,20.125,44.6,51,11.9125,385,1100
Mannar,5,2/28/2022,2,2022,9,3/7/2022,30.625,24.5875,33.3,27.5,8,8,24.125,56.5,51,11.97708333,382,1100
Mannar,1,3/7/2022,3,2022,10,3/14/2022,31.975,24.0375,35.8625,28.0125,3.1,3.1,21.6625,48.6,51,12.03333333,379,1101
Mannar,1,3/14/2022,3,2022,11,3/21/2022,32.275,25.4625,36.575,29.3,1,1,18.7875,49,1,12.08958333,375,1100
Mannar,1,3/21/2022,3,2022,12,3/28/2022,32.4875,25.9625,37.35,29.875,6.1,6.1,18.7625,48.6,51,12.14166667,371,1100
Mannar,1,3/28/2022,3,2022,13,4/4/2022,32.5375,25.3625,37.3875,29.4625,16.1,16.1,18.0125,44.6,51,12.20625,367,1100
Mannar,1,4/4/2022,4,2022,14,4/11/2022,30.8875,24.25,36.525,28.7375,64.9,64.9,12.725,37.4,63,12.26041667,364,1099
Mannar,1,4/11/2022,4,2022,15,4/18/2022,29.9375,25.4875,35.65,29.525,50,50,18.925,47.2,63,12.30833333,360,1099
Mannar,4,4/18/2022,4,2022,16,4/25/2022,30.7875,25.4,37.675,29.8625,24.5,24.5,14.6875,39.2,51,12.37083333,357,1099
Mannar,3,4/25/2022,4,2022,17,5/2/2022,32.0625,26.6,38.8625,31.075,5.9,5.9,18.45,45,51,12.425,354,1100
Mannar,3,5/2/2022,5,2022,18,5/9/2022,33.1625,28.2,38.5375,32.425,1.5,1.5,23.275,57.2,2,12.47083333,352,1100
Mannar,3,5/9/2022,5,2022,19,5/16/2022,31.9625,28.1,34.4125,29.725,7.5,7.5,36.9,72.7,51,12.51666667,350,1101
Mannar,2,5/16/2022,5,2022,20,5/23/2022,30.9625,27.175,32.85,28.7125,20,20,38.1875,77.4,51,12.55625,349,1102
Mannar,3,5/23/2022,5,2022,21,5/30/2022,30.9875,27.0875,33.4125,28.9625,5.8,5.8,33.9125,67.7,51,12.59166667,349,1104
Mannar,2,5/30/2022,5,2022,22,6/6/2022,31.25,27.1125,34.025,28.6625,1.8,1.8,34.7375,70.9,51,12.61666667,349,1106
Mannar,7,6/6/2022,6,2022,23,6/13/2022,30.8125,26.9375,33.175,28.525,5.7,5.7,34.4625,66.2,51,12.63333333,350,1108
Mannar,1,6/13/2022,6,2022,24,6/20/2022,31.5375,26.825,35.2625,29.4375,5.3,5.3,27.0625,54.7,51,12.64375,351,1109
Mannar,5,6/20/2022,6,2022,25,6/27/2022,31.5,27.2125,34.6,29.4,3.9,3.9,30.7875,62.3,51,12.64583333,352,1111
Mannar,2,6/27/2022,6,2022,26,7/4/2022,32.675,27.5625,36.375,30.6,1,1,26.6875,55.1,1,12.6375,354,1112
Mannar,1,7/4/2022,7,2022,27,7/11/2022,31.45,27.55,33.5875,29.5625,0.2,0.2,31.7625,71.3,3,12.61666667,356,1113
Mannar,1,7/11/2022,7,2022,28,7/18/2022,30.6125,26.5375,32.2,27.65,1.6,1.6,35.225,81.4,51,12.59583333,357,1113
Mannar,1,7/18/2022,7,2022,29,7/25/2022,31.9375,26.025,36.3625,29.3875,9.5,9.5,21.7125,51.5,51,12.56458333,359,1113
Mannar,1,7/25/2022,7,2022,30,8/1/2022,30.8375,25.2375,35.225,29.0375,16.1,16.1,19.8,57.6,51,12.53125,360,1112
Mannar,2,8/1/2022,8,2022,31,8/8/2022,29.5375,26.3375,30.75,27.2375,15.1,15.1,38.125,79.2,2,12.4875,361,1110
Mannar,1,8/8/2022,8,2022,32,8/15/2022,31.75,26.3,34.4875,28.4,0,0,29.0875,72.4,1,12.44166667,361,1108
Mannar,1,8/15/2022,8,2022,33,8/22/2022,31.7125,26.425,35.1375,28.7,2.6,2.6,28.7875,70.6,2,12.3875,362,1105
Mannar,1,8/22/2022,8,2022,34,8/29/2022,30.0625,25.7,34.2625,28.3375,22.4,22.4,27.0625,70.6,61,12.34375,361,1102
Mannar,1,8/29/2022,8,2022,35,9/5/2022,29.5125,25.2625,33.7125,27.7875,35,35,25.4,58.3,61,12.28333333,361,1098
Mannar,1,9/5/2022,9,2022,36,9/12/2022,29.5625,26.0875,31.3375,27.0875,3,3,37.6125,73.1,2,12.22916667,360,1094
Mannar,1,9/12/2022,9,2022,37,9/19/2022,30.4125,25.925,32.95,27.7625,1.4,1.4,30.3625,65.9,51,12.17083333,359,1089
Mannar,1,9/19/2022,9,2022,38,9/26/2022,31.55,26.25,35.0375,28.55,1.3,1.3,26.9,56.2,1,12.11458333,358,1085
Mannar,1,9/26/2022,9,2022,39,10/3/2022,31.6,26.575,35.2,28.4375,4,4,28.75,64.8,51,12.06041667,358,1081
Mannar,1,10/3/2022,10,2022,40,10/10/2022,31,25.6625,35.375,29.1125,11.1,11.1,21.4625,49.3,51,11.99375,358,1077
Mannar,13,10/10/2022,10,2022,41,10/17/2022,30.1,24.6125,34.975,28.3,38.1,38.1,18.9875,46.4,61,11.9375,358,1074
Mannar,4,10/17/2022,10,2022,42,10/24/2022,28.6625,24.35,33.45,28.1125,88.4,88.4,18.45,46.4,61,11.8875,358,1071
Mannar,13,10/24/2022,10,2022,43,10/31/2022,29.2375,23.6625,33.9125,27.15,40.5,40.5,18.125,43.2,51,11.8375,358,1068
Mannar,6,10/24/2022,10,2022,43,10/31/2022,29.2375,23.6625,33.9125,27.15,40.5,40.5,18.125,43.2,51,11.8375,358,1068
Mannar,5,10/31/2022,10,2022,44,11/7/2022,28.3125,23.75,33.2875,27.95,98.7,98.7,16.35,45.4,63,11.78958333,359,1066
Mannar,14,11/7/2022,11,2022,45,11/14/2022,28.45,23.9375,32.5625,27.5375,64.2,64.2,20.1375,51.8,51,11.74583333,361,1066
Mannar,12,11/14/2022,11,2022,46,11/21/2022,28.2125,23.6625,31.3625,26.6375,11.2,11.2,20.7125,48.6,2,11.70625,363,1066
Mannar,12,11/21/2022,11,2022,47,11/28/2022,29.6875,22.9,34.6125,26.5375,10.5,10.5,13.625,32.4,51,11.66458333,366,1066
Mannar,11,11/28/2022,11,2022,48,12/5/2022,30.3875,23.4375,34.1125,27.325,15.7,15.7,19.4875,45,61,11.64166667,369,1068
Mannar,4,12/5/2022,12,2022,49,12/12/2022,28.075,23.7,30.4125,25.3625,121.8,121.8,26.2875,58,51,11.61875,373,1070
Mannar,20,12/12/2022,12,2022,50,12/19/2022,28.525,23.525,31.3625,26.3125,31.4,31.4,21.5875,51.5,51,11.60416667,376,1073
Mannar,20,12/19/2022,12,2022,51,12/26/2022,27.8125,24.5125,30.5875,26.775,56.6,56.6,26.075,55.1,53,11.6,380,1076
Mannar,20,12/26/2022,12,2022,52,1/2/2023,29.6125,23.0875,33.225,26.525,11.4,11.4,18.675,39.6,51,11.60625,383,1080
Mannar,20,1/2/2023,1,2023,1,1/9/2023,28.5875,22.8625,30.275,25.2875,32.7,32.7,23.9125,50,2,11.61875,386,1083
Mannar,17,1/9/2023,1,2023,2,1/16/2023,28.8625,21.45,30.6375,23.3875,1.7,1.7,20.5,45,3,11.64375,388,1087
Mannar,1,1/16/2023,1,2023,3,1/23/2023,29.1875,22.8625,30.6875,25.25,11,11,24.1375,55.1,51,11.67708333,389,1090
Mannar,1,1/23/2023,1,2023,4,1/30/2023,29.475,22.925,31.5875,25.5,9.3,9.3,22.425,47.9,51,11.70833333,390,1093
Mannar,8,1/30/2023,1,2023,5,2/6/2023,28.1125,24.1,31,25.9875,112.1,112.1,26.475,74.9,63,11.75416667,390,1095
Mannar,1,2/6/2023,2,2023,6,2/13/2023,29.0375,22.2,32.85,25.0875,5.7,5.7,20.9625,42.1,51,11.80416667,389,1097
Mannar,1,2/13/2023,2,2023,7,2/20/2023,30.575,21.525,33.4,24.225,7.6,7.6,22.3,44.6,1,11.85416667,388,1099
Mannar,4,2/20/2023,2,2023,8,2/27/2023,31.4875,22.575,34.0125,25.175,4.4,4.4,23.925,52.2,1,11.90625,385,1100
Mannar,4,2/27/2023,2,2023,9,3/6/2023,32.4625,24.55,34.425,27.325,5.1,5.1,24.225,50,51,11.96666667,382,1100
Mannar,4,3/6/2023,3,2023,10,3/13/2023,32.875,24.95,35.5375,28.2,9.1,9.1,22.825,50,51,12.025,379,1101
Mannar,4,3/13/2023,3,2023,11,3/20/2023,32.375,24.3,37.075,28.4875,23.3,23.3,18.5125,46.1,51,12.07916667,376,1100
Mannar,3,3/20/2023,3,2023,12,3/27/2023,32.5,24.825,37.9625,29.0625,7.9,7.9,16.5875,45,51,12.13333333,372,1100
Mannar,4,3/27/2023,3,2023,13,4/3/2023,33.1875,25.4125,38.3,29.3625,6.1,6.1,15.275,40,51,12.19583333,368,1100
Mannar,4,4/3/2023,4,2023,14,4/10/2023,33.9125,24.9625,38.2125,29.2875,9.5,9.5,18.075,43.9,51,12.25625,364,1099
Mannar,6,4/10/2023,4,2023,15,4/17/2023,34.7875,25.55,39.475,30.1125,7.1,7.1,19.5375,50,51,12.3,361,1099
Mannar,5,4/17/2023,4,2023,16,4/24/2023,33.4625,26.3875,38.55,30.75,7.8,7.8,19.05,50.8,51,12.35833333,357,1099
Mannar,3,4/24/2023,4,2023,17,5/1/2023,32.25,25.15,38.4375,29.9125,73.7,73.7,16.1625,45.4,63,12.41875,354,1100
Mannar,3,5/1/2023,5,2023,18,5/8/2023,29.9375,25.2625,35.3125,29.2625,105.1,105.1,18.075,45.4,63,12.4625,352,1100
Mannar,1,5/8/2023,5,2023,19,5/15/2023,31.1,27.6875,35.775,30.6375,6.2,6.2,28.8625,68.4,51,12.51041667,350,1101
Mannar,5,5/15/2023,5,2023,20,5/22/2023,32.0625,27.925,36.5625,31.5125,0.7,0.7,28.45,59.8,2,12.54791667,349,1102
Mannar,5,5/22/2023,5,2023,21,5/29/2023,32.75,28.1625,36.9875,31.7375,1.4,1.4,27.4875,56.5,51,12.58541667,349,1104
Mannar,5,5/29/2023,5,2023,22,6/5/2023,32.875,28.15,36.55,31.3375,0.8,0.8,31.4375,67,2,12.61666667,349,1106
Mannar,4,6/5/2023,6,2023,23,6/12/2023,32.325,28.4625,35.725,30.9625,1.6,1.6,33.85,67,1,12.62916667,349,1107
Mannar,1,6/12/2023,6,2023,24,6/19/2023,32.0875,27.8875,35.95,31.0625,12.8,12.8,28.75,60.8,51,12.64375,350,1109
Mannar,1,6/19/2023,6,2023,25,6/26/2023,30.95,27.4875,34.7375,30.05,14.4,14.4,30.4125,67.3,51,12.64583333,352,1111
Mannar,3,6/26/2023,6,2023,26,7/3/2023,31.2,27.3875,34.1375,29.3625,16.2,16.2,33.15,66.2,51,12.63958333,354,1112
Mannar,3,7/3/2023,7,2023,27,7/10/2023,31.1625,27.075,33.6375,28.95,2.8,2.8,33.825,80.3,3,12.62083333,355,1113
Mannar,1,7/10/2023,7,2023,28,7/17/2023,31.475,27,34.5875,29.35,1,1,30.125,64.8,51,12.60416667,357,1113
Mannar,1,7/17/2023,7,2023,29,7/24/2023,31.9,27.45,34.475,29.15,0.6,0.6,33.7,76.7,1,12.57083333,358,1113
Mannar,3,7/24/2023,7,2023,30,7/31/2023,31.7625,26.875,34.875,29.175,0.4,0.4,29.9,63.4,1,12.53958333,360,1112
Mannar,3,7/31/2023,7,2023,31,8/7/2023,32.4375,26.8375,35.8,29.1625,0,0,28.05,65.5,1,12.49583333,361,1110
Mannar,3,8/7/2023,8,2023,32,8/14/2023,32.3,26.7625,35.8625,29.575,0.5,0.5,25.35,60.8,2,12.45,361,1108
Mannar,3,8/14/2023,8,2023,33,8/21/2023,31.4625,26.8875,34.125,28.5125,0.1,0.1,30.8875,66.2,1,12.39375,362,1105
Mannar,3,8/21/2023,8,2023,34,8/28/2023,32.1625,27.0875,35.3625,29.6,0,0,28.3875,60.5,1,12.34791667,361,1102
Mannar,0,8/28/2023,8,2023,35,9/4/2023,31.55,26.875,34.5875,29.225,4.7,4.7,31.5375,67.3,51,12.29791667,361,1098
Mannar,0,9/4/2023,9,2023,36,9/11/2023,30.5875,26.5875,32.675,28.0125,19.1,19.1,37.7375,74.2,3,12.2375,360,1094
Mannar,2,9/11/2023,9,2023,37,9/18/2023,30.975,26.725,33.425,28.5875,7.5,7.5,33.8875,69.1,51,12.18333333,359,1090
Mannar,2,9/18/2023,9,2023,38,9/25/2023,31.4,26.4375,34.5,28.8625,4.2,4.2,29.9625,64.1,51,12.125,359,1086
Mannar,1,9/25/2023,9,2023,39,10/2/2023,30.6625,26.9375,33.1375,28.7375,8.7,8.7,34.575,69.8,51,12.06875,358,1082
Mannar,1,10/2/2023,10,2023,40,10/9/2023,31.15,26.325,34.575,29.0625,15.7,15.7,28.4625,69.1,51,12.00833333,358,1078
Mannar,1,10/9/2023,10,2023,41,10/16/2023,30.6,25.325,34.85,29.0875,71.7,71.7,21.9625,55.1,51,11.95833333,357,1075
